AC;FABRICACAO EM ACO CARBONO;FABRICACAO EM ACO CARBONO;MANUFACTURED IN CARBON STEEL
AI;FABRICACAO EM ACO INOX;FABRICACAO EM ACO INOX;MANUFACTURED IN STAINLESS STEEL
