ITLAMPL02612R;LAMPADA FLUORESCENTE COMPACTA 26W T*  127V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 26W T*  127V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 26W T*  127V  WITH INTEGRATED BALLAST
ITLAMPL02622R;LAMPADA FLUORESCENTE COMPACTA 26W T*  220V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 26W T*  220V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 26W T*  220V  WITH INTEGRATED BALLAST
ITLAMPL02624R;LAMPADA FLUORESCENTE COMPACTA 26W T*  24V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 26W T*  24V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 26W T*  24V  WITH INTEGRATED BALLAST
ITLAMPL02800S;LAMPADA FLUORESCENTE COMPACTA 28W T*  .  SEM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 28W T*  .  SEM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 28W T*  .  WITHOUT INTEGRATED BALLAST
ITLAMPL02812R;LAMPADA FLUORESCENTE COMPACTA 28W T*  127V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 28W T*  127V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 28W T*  127V  WITH INTEGRATED BALLAST
ITLAMPL02822R;LAMPADA FLUORESCENTE COMPACTA 28W T*  220V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 28W T*  220V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 28W T*  220V  WITH INTEGRATED BALLAST
ITLAMPL02824R;LAMPADA FLUORESCENTE COMPACTA 28W T*  24V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 28W T*  24V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 28W T*  24V  WITH INTEGRATED BALLAST
ITLAMPL04000S;LAMPADA FLUORESCENTE COMPACTA 40W T*  .  SEM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 40W T*  .  SEM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 40W T*  .  WITHOUT INTEGRATED BALLAST
ITLAMPL04012R;LAMPADA FLUORESCENTE COMPACTA 40W T*  127V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 40W T*  127V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 40W T*  127V  WITH INTEGRATED BALLAST
ITLAMPL04022R;LAMPADA FLUORESCENTE COMPACTA 40W T*  220V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 40W T*  220V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 40W T*  220V  WITH INTEGRATED BALLAST
ITLAMPL04024R;LAMPADA FLUORESCENTE COMPACTA 40W T*  24V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 40W T*  24V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 40W T*  24V  WITH INTEGRATED BALLAST
ITLAMPL04200S;LAMPADA FLUORESCENTE COMPACTA 42W T*  .  SEM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 42W T*  .  SEM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 42W T*  .  WITHOUT INTEGRATED BALLAST
ITLAMPL04212R;LAMPADA FLUORESCENTE COMPACTA 42W T*  127V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 42W T*  127V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 42W T*  127V  WITH INTEGRATED BALLAST
ITLAMPL04222R;LAMPADA FLUORESCENTE COMPACTA 42W T*  220V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 42W T*  220V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 42W T*  220V  WITH INTEGRATED BALLAST
ITLAMPL04224R;LAMPADA FLUORESCENTE COMPACTA 42W T*  24V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 42W T*  24V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 42W T*  24V  WITH INTEGRATED BALLAST
ITLAMPL05800S;LAMPADA FLUORESCENTE COMPACTA 58W T*  .  SEM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 58W T*  .  SEM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 58W T*  .  WITHOUT INTEGRATED BALLAST
ITLAMPL05812R;LAMPADA FLUORESCENTE COMPACTA 58W T*  127V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 58W T*  127V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 58W T*  127V  WITH INTEGRATED BALLAST
ITLAMPL05822R;LAMPADA FLUORESCENTE COMPACTA 58W T*  220V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 58W T*  220V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 58W T*  220V  WITH INTEGRATED BALLAST
ITLAMPL05824R;LAMPADA FLUORESCENTE COMPACTA 58W T*  24V  COM REATOR INTEGRADO;LAMPADA FLUORESCENTE COMPACTA 58W T*  24V  COM REATOR INTEGRADO;COMPACT FLUORESCENT LAMP 58W T*  24V  WITH INTEGRATED BALLAST
;;;
